dataset,image_id,link,type
1,ISIC_0029784,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029784.jpg,jpg
1,ISIC_0024763,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024763.jpg,jpg
1,ISIC_0027044,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027044.jpg,jpg
1,ISIC_003139,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031391.jpg,jpg
1,ISIC_0025063,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025063.jpg,jpg
1,ISIC_0025667,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025667.jpg,jpg
1,ISIC_003364,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033641.jpg,jpg
1,ISIC_0033093,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033093.jpg,jpg
1,ISIC_0027786,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027786.jpg,jpg
1,ISIC_0031890,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031890.jpg,jpg
1,ISIC_0026022,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026022.jpg,jpg
1,ISIC_0024488,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024488.jpg,jpg
1,ISIC_0029658,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029658.jpg,jpg
1,ISIC_0026883,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026883.jpg,jpg
1,ISIC_0025227,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025227.jpg,jpg
1,ISIC_0034312,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034312.jpg,jpg
1,ISIC_0033392,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033392.jpg,jpg
1,ISIC_003216,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032161.jpg,jpg
1,ISIC_003397,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033971.jpg,jpg
1,ISIC_0030079,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030079.jpg,jpg
1,ISIC_0028285,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028285.jpg,jpg
1,ISIC_0032365,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032365.jpg,jpg
1,ISIC_0027085,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027085.jpg,jpg
1,ISIC_0031379,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031379.jpg,jpg
1,ISIC_003155,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031551.jpg,jpg
1,ISIC_0024617,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024617.jpg,jpg
1,ISIC_0028042,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028042.jpg,jpg
1,ISIC_0027992,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027992.jpg,jpg
1,ISIC_0031982,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031982.jpg,jpg
1,ISIC_002464,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024641.jpg,jpg
1,ISIC_0027746,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027746.jpg,jpg
1,ISIC_0033837,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033837.jpg,jpg
1,ISIC_0033889,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033889.jpg,jpg
1,ISIC_0025992,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025992.jpg,jpg
1,ISIC_0026502,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026502.jpg,jpg
1,ISIC_0028336,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028336.jpg,jpg
1,ISIC_0031236,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031236.jpg,jpg
1,ISIC_003175,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031751.jpg,jpg
1,ISIC_0025877,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025877.jpg,jpg
1,ISIC_0025269,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025269.jpg,jpg
1,ISIC_0034082,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034082.jpg,jpg
1,ISIC_0032074,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032074.jpg,jpg
1,ISIC_0031760,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031760.jpg,jpg
1,ISIC_0024863,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024863.jpg,jpg
1,ISIC_0031340,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031340.jpg,jpg
1,ISIC_0029286,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029286.jpg,jpg
1,ISIC_0026062,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026062.jpg,jpg
1,ISIC_003089,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030891.jpg,jpg
1,ISIC_003325,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033251.jpg,jpg
1,ISIC_0027073,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027073.jpg,jpg
1,ISIC_002892,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028921.jpg,jpg
1,ISIC_002479,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024791.jpg,jpg
1,ISIC_002691,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026911.jpg,jpg
1,ISIC_003289,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032891.jpg,jpg
1,ISIC_0028465,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028465.jpg,jpg
1,ISIC_0029783,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029783.jpg,jpg
1,ISIC_0024397,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024397.jpg,jpg
1,ISIC_0025614,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025614.jpg,jpg
1,ISIC_0034217,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034217.jpg,jpg
1,ISIC_0030892,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030892.jpg,jpg
1,ISIC_0029480,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029480.jpg,jpg
1,ISIC_0028444,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028444.jpg,jpg
1,ISIC_0027822,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027822.jpg,jpg
1,ISIC_0026346,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026346.jpg,jpg
1,ISIC_0033714,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033714.jpg,jpg
1,ISIC_0027174,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027174.jpg,jpg
1,ISIC_0034222,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034222.jpg,jpg
1,ISIC_0030795,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030795.jpg,jpg
1,ISIC_002798,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027981.jpg,jpg
1,ISIC_002966,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029661.jpg,jpg
1,ISIC_003358,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033581.jpg,jpg
1,ISIC_0031753,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031753.jpg,jpg
1,ISIC_0026165,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026165.jpg,jpg
1,ISIC_0026938,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026938.jpg,jpg
1,ISIC_0029567,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029567.jpg,jpg
1,ISIC_0029324,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029324.jpg,jpg
1,ISIC_0030306,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030306.jpg,jpg
1,ISIC_0024724,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024724.jpg,jpg
1,ISIC_0025015,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025015.jpg,jpg
1,ISIC_0029523,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029523.jpg,jpg
1,ISIC_0026965,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026965.jpg,jpg
1,ISIC_0028182,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028182.jpg,jpg
1,ISIC_0025690,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025690.jpg,jpg
1,ISIC_0032186,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032186.jpg,jpg
1,ISIC_002951,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029511.jpg,jpg
1,ISIC_0027380,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027380.jpg,jpg
1,ISIC_0025332,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025332.jpg,jpg
1,ISIC_0025818,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025818.jpg,jpg
1,ISIC_0027366,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027366.jpg,jpg
1,ISIC_003174,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031741.jpg,jpg
1,ISIC_0024955,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024955.jpg,jpg
1,ISIC_0032846,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032846.jpg,jpg
1,ISIC_0031262,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031262.jpg,jpg
1,ISIC_0029810,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029810.jpg,jpg
1,ISIC_0030159,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030159.jpg,jpg
1,ISIC_0024607,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024607.jpg,jpg
1,ISIC_0030493,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030493.jpg,jpg
1,ISIC_0027363,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027363.jpg,jpg
1,ISIC_0025973,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025973.jpg,jpg
1,ISIC_0031775,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031775.jpg,jpg
1,ISIC_0025219,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025219.jpg,jpg
1,ISIC_0028803,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028803.jpg,jpg
1,ISIC_0030073,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030073.jpg,jpg
1,ISIC_002647,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026471.jpg,jpg
1,ISIC_0026097,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026097.jpg,jpg
1,ISIC_0025274,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025274.jpg,jpg
1,ISIC_0025897,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025897.jpg,jpg
1,ISIC_0031713,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031713.jpg,jpg
1,ISIC_0026958,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026958.jpg,jpg
1,ISIC_0032108,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032108.jpg,jpg
1,ISIC_003095,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030951.jpg,jpg
1,ISIC_003159,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031591.jpg,jpg
1,ISIC_0030212,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030212.jpg,jpg
1,ISIC_0030613,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030613.jpg,jpg
1,ISIC_0024348,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024348.jpg,jpg
1,ISIC_0026864,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026864.jpg,jpg
1,ISIC_0026848,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026848.jpg,jpg
1,ISIC_002931,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029311.jpg,jpg
1,ISIC_0030147,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030147.jpg,jpg
1,ISIC_0026238,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026238.jpg,jpg
1,ISIC_0027379,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027379.jpg,jpg
1,ISIC_0026896,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026896.jpg,jpg
1,ISIC_0025285,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025285.jpg,jpg
1,ISIC_0028676,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028676.jpg,jpg
1,ISIC_0028393,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028393.jpg,jpg
1,ISIC_0025584,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025584.jpg,jpg
1,ISIC_0029602,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029602.jpg,jpg
1,ISIC_0028693,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028693.jpg,jpg
1,ISIC_0024694,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024694.jpg,jpg
1,ISIC_0024897,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024897.jpg,jpg
1,ISIC_0030632,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030632.jpg,jpg
1,ISIC_0033429,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033429.jpg,jpg
1,ISIC_0029124,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029124.jpg,jpg
1,ISIC_0026565,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026565.jpg,jpg
1,ISIC_0030618,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030618.jpg,jpg
1,ISIC_0026128,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026128.jpg,jpg
1,ISIC_0026023,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026023.jpg,jpg
1,ISIC_0033183,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033183.jpg,jpg
1,ISIC_0032630,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032630.jpg,jpg
1,ISIC_0033752,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033752.jpg,jpg
1,ISIC_0026435,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026435.jpg,jpg
1,ISIC_0033736,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033736.jpg,jpg
1,ISIC_0027115,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027115.jpg,jpg
1,ISIC_0026669,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026669.jpg,jpg
1,ISIC_0033299,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033299.jpg,jpg
1,ISIC_002571,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025711.jpg,jpg
1,ISIC_0028882,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028882.jpg,jpg
1,ISIC_0029568,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029568.jpg,jpg
1,ISIC_0030194,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030194.jpg,jpg
1,ISIC_0025473,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025473.jpg,jpg
1,ISIC_0034167,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034167.jpg,jpg
1,ISIC_0031360,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031360.jpg,jpg
1,ISIC_003043,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030431.jpg,jpg
1,ISIC_0032818,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032818.jpg,jpg
1,ISIC_003072,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030721.jpg,jpg
1,ISIC_003360,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033601.jpg,jpg
1,ISIC_0028432,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028432.jpg,jpg
1,ISIC_003379,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033791.jpg,jpg
1,ISIC_0030983,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030983.jpg,jpg
1,ISIC_0033528,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033528.jpg,jpg
1,ISIC_0030615,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030615.jpg,jpg
1,ISIC_0032972,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032972.jpg,jpg
1,ISIC_0031624,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031624.jpg,jpg
1,ISIC_0029193,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029193.jpg,jpg
1,ISIC_0033354,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033354.jpg,jpg
1,ISIC_0028756,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028756.jpg,jpg
1,ISIC_0024900,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024900.jpg,jpg
1,ISIC_0030228,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030228.jpg,jpg
1,ISIC_0027958,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027958.jpg,jpg
1,ISIC_0026856,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026856.jpg,jpg
1,ISIC_0028976,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028976.jpg,jpg
1,ISIC_0033849,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033849.jpg,jpg
1,ISIC_0026342,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0026342.jpg,jpg
1,ISIC_0025468,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025468.jpg,jpg
1,ISIC_003330,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033301.jpg,jpg
1,ISIC_0029516,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029516.jpg,jpg
1,ISIC_0034077,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034077.jpg,jpg
1,ISIC_0032727,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032727.jpg,jpg
1,ISIC_0032690,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032690.jpg,jpg
1,ISIC_0034093,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0034093.jpg,jpg
1,ISIC_0031214,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031214.jpg,jpg
1,ISIC_002969,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029691.jpg,jpg
1,ISIC_0031277,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031277.jpg,jpg
1,ISIC_0032192,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032192.jpg,jpg
1,ISIC_0024752,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024752.jpg,jpg
1,ISIC_0032877,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032877.jpg,jpg
1,ISIC_0033488,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033488.jpg,jpg
1,ISIC_0025240,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025240.jpg,jpg
1,ISIC_0025073,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025073.jpg,jpg
1,ISIC_0028209,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028209.jpg,jpg
1,ISIC_0024854,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0024854.jpg,jpg
1,ISIC_0033028,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033028.jpg,jpg
1,ISIC_0028442,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028442.jpg,jpg
1,ISIC_0031992,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031992.jpg,jpg
1,ISIC_0030084,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030084.jpg,jpg
1,ISIC_0033262,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033262.jpg,jpg
1,ISIC_0029716,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0029716.jpg,jpg
1,ISIC_0028755,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028755.jpg,jpg
1,ISIC_0030244,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0030244.jpg,jpg
1,ISIC_002838,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0028381.jpg,jpg
1,ISIC_0025566,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0025566.jpg,jpg
1,ISIC_0032405,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032405.jpg,jpg
1,ISIC_002739,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0027391.jpg,jpg
1,ISIC_0033010,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0033010.jpg,jpg
1,ISIC_0031846,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0031846.jpg,jpg
1,ISIC_0032357,https://paggle-media.s3.eu-west-2.amazonaws.com/ISIC_0032357.jpg,jpg
